actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5
0.630743,-0.149295,0.240002,1.755116,2.601147,0.008818
0.630726,-0.149288,0.239975,1.755126,2.601195,0.008751
0.630729,-0.149301,0.240002,1.755088,2.601174,0.008833
0.630741,-0.149280,0.239976,1.755092,2.601213,0.008777
0.630734,-0.149286,0.239994,1.755077,2.601194,0.008823
0.630738,-0.149290,0.240001,1.755134,2.601109,0.008796
0.630733,-0.149282,0.239983,1.755090,2.601211,0.008735
0.630733,-0.149273,0.239997,1.755071,2.601182,0.008792
0.630737,-0.149280,0.240013,1.755015,2.601167,0.008858
0.630745,-0.149274,0.240005,1.755075,2.601155,0.008812
0.630728,-0.149304,0.239991,1.755196,2.601098,0.008792
0.630743,-0.149293,0.240000,1.755079,2.601163,0.008870
0.630739,-0.149280,0.239963,1.755132,2.601174,0.008788
0.630739,-0.149296,0.240022,1.755104,2.601099,0.008843
0.630742,-0.149309,0.240013,1.755096,2.601120,0.008874
0.630747,-0.149286,0.240004,1.755093,2.601147,0.008854
0.630736,-0.149292,0.240016,1.755053,2.601123,0.008784
0.630741,-0.149282,0.240002,1.755051,2.601153,0.008806
0.630745,-0.149291,0.240019,1.755097,2.601088,0.008810
0.630740,-0.149301,0.240033,1.755085,2.601070,0.008789
0.630737,-0.149304,0.239994,1.755107,2.601135,0.008811
0.630731,-0.149296,0.239993,1.755092,2.601181,0.008781
0.630731,-0.149309,0.239996,1.755115,2.601111,0.008738
0.630727,-0.149283,0.239991,1.755070,2.601181,0.008748
0.630729,-0.149305,0.239992,1.755109,2.601137,0.008786
0.630744,-0.149290,0.240008,1.755060,2.601133,0.008817
0.630735,-0.149292,0.239987,1.755113,2.601144,0.008734
0.630744,-0.149290,0.240027,1.755080,2.601096,0.008837
0.630744,-0.149303,0.240040,1.755102,2.601060,0.008898
0.630729,-0.149314,0.239987,1.755116,2.601149,0.008749
0.630738,-0.149310,0.239999,1.755188,2.601087,0.008828
0.630741,-0.149312,0.240004,1.755133,2.601104,0.008822
0.630731,-0.149298,0.240012,1.755106,2.601132,0.008769
0.630739,-0.149283,0.239999,1.755104,2.601133,0.008769
0.630744,-0.149321,0.240028,1.755112,2.601074,0.008836
0.630744,-0.149284,0.240006,1.755092,2.601116,0.008790
0.630730,-0.149306,0.240021,1.755094,2.601116,0.008789
0.630743,-0.149307,0.240013,1.755098,2.601087,0.008810
0.630741,-0.149307,0.240010,1.755094,2.601115,0.008789
0.630736,-0.149287,0.239979,1.755133,2.601174,0.008787
0.630740,-0.149310,0.239994,1.755106,2.601166,0.008807
0.630733,-0.149309,0.240001,1.755146,2.601124,0.008843
0.630734,-0.149292,0.240015,1.755096,2.601153,0.008868
0.630729,-0.149298,0.239983,1.755086,2.601205,0.008719
0.630724,-0.149305,0.239987,1.755084,2.601202,0.008746
0.630734,-0.149292,0.239998,1.755097,2.601189,0.008838
0.630731,-0.149295,0.239984,1.755154,2.601172,0.008777
0.630732,-0.149305,0.239989,1.755142,2.601152,0.008755
0.630732,-0.149304,0.239998,1.755087,2.601172,0.008791
0.630737,-0.149300,0.239974,1.755113,2.601143,0.008735
0.630742,-0.149294,0.240018,1.755070,2.601150,0.008863
0.630744,-0.149280,0.240008,1.755085,2.601169,0.008817
0.630739,-0.149305,0.239992,1.755157,2.601141,0.008756
0.630730,-0.149311,0.239989,1.755161,2.601147,0.008771
0.630736,-0.149281,0.239969,1.755100,2.601225,0.008741
0.630726,-0.149312,0.239992,1.755110,2.601173,0.008755
0.630739,-0.149296,0.239997,1.755133,2.601140,0.008792
0.630727,-0.149319,0.240013,1.755138,2.601114,0.008811
0.630726,-0.149297,0.239970,1.755154,2.601204,0.008706
0.630730,-0.149304,0.240005,1.755164,2.601121,0.008791
0.630746,-0.149290,0.239986,1.755088,2.601175,0.008766
0.630735,-0.149303,0.240001,1.755142,2.601119,0.008827
0.630730,-0.149288,0.239972,1.755146,2.601193,0.008742
0.630741,-0.149294,0.239990,1.755093,2.601183,0.008824
0.630740,-0.149298,0.240009,1.755124,2.601160,0.008891
0.630735,-0.149280,0.239986,1.755086,2.601205,0.008787
0.630731,-0.149295,0.239984,1.755123,2.601192,0.008777
0.630734,-0.149295,0.239989,1.755117,2.601184,0.008786
