actual_TCP_pose
0.627035,-0.150110,0.247616,1.754713,2.600466,0.009646
0.627037,-0.150088,0.247636,1.754608,2.600477,0.009695
0.627021,-0.150101,0.247591,1.754688,2.600528,0.009631
0.627029,-0.150090,0.247589,1.754646,2.600533,0.009584
0.627033,-0.150097,0.247626,1.754603,2.600502,0.009633
0.627019,-0.150096,0.247596,1.754656,2.600547,0.009588
0.627019,-0.150096,0.247596,1.754656,2.600547,0.009588
0.627024,-0.150087,0.247587,1.754653,2.600644,0.009532
0.627020,-0.150095,0.247607,1.754753,2.600625,0.009492
0.626989,-0.150106,0.247593,1.754748,2.600683,0.009357
0.626989,-0.150106,0.247593,1.754748,2.600683,0.009357
0.626975,-0.150106,0.247569,1.754915,2.600861,0.009250
0.626979,-0.150101,0.247568,1.754956,2.600891,0.009158
0.626986,-0.150095,0.247578,1.754934,2.600922,0.009122
0.626986,-0.150095,0.247578,1.754934,2.600922,0.009122
0.626980,-0.150089,0.247575,1.754940,2.601066,0.008977
0.626980,-0.150089,0.247575,1.754940,2.601066,0.008977
0.626998,-0.150095,0.247610,1.755047,2.601022,0.008998
0.626998,-0.150095,0.247610,1.755047,2.601022,0.008998
0.627003,-0.150101,0.247598,1.755049,2.601125,0.008933
0.627007,-0.150096,0.247623,1.755010,2.601135,0.008902
0.627007,-0.150108,0.247639,1.755093,2.601089,0.008960
0.627015,-0.150095,0.247637,1.755086,2.601078,0.008929
0.627030,-0.150089,0.247663,1.755012,2.601037,0.008982
0.627031,-0.150113,0.247656,1.755020,2.601047,0.008946
0.627020,-0.150095,0.247651,1.755033,2.601067,0.008967
0.627015,-0.150096,0.247653,1.755014,2.601072,0.008952
0.627014,-0.150111,0.247647,1.755075,2.601031,0.008951
0.627016,-0.150115,0.247644,1.755092,2.601054,0.008989
0.627009,-0.150129,0.247646,1.755075,2.601027,0.008909
0.627035,-0.150098,0.247663,1.754982,2.601024,0.008986
0.627027,-0.150114,0.247647,1.755051,2.600994,0.008950
0.627030,-0.150083,0.247643,1.754963,2.601098,0.008937
0.627024,-0.150090,0.247661,1.754976,2.601017,0.008997
0.627024,-0.150104,0.247638,1.755043,2.601016,0.008982
0.627023,-0.150120,0.247660,1.755047,2.600956,0.009007
0.627030,-0.150118,0.247670,1.755043,2.600950,0.009058
0.627031,-0.150113,0.247651,1.755031,2.600966,0.009007
0.627038,-0.150103,0.247666,1.754954,2.600985,0.009079
0.627029,-0.150096,0.247650,1.754972,2.601010,0.009049
0.627029,-0.150113,0.247656,1.754990,2.600970,0.009027
0.627035,-0.150116,0.247664,1.754996,2.600914,0.009025
0.627018,-0.150118,0.247650,1.755028,2.600960,0.009059
0.627036,-0.150113,0.247645,1.754979,2.600953,0.009047
0.627028,-0.150090,0.247644,1.754959,2.600991,0.009028
0.627041,-0.150098,0.247655,1.754915,2.600960,0.009077
0.627027,-0.150104,0.247640,1.755014,2.600974,0.009033
0.627027,-0.150104,0.247640,1.755014,2.600974,0.009033
0.627043,-0.150097,0.247642,1.754958,2.600988,0.009053
0.627032,-0.150112,0.247621,1.755062,2.600943,0.009033
0.627028,-0.150128,0.247603,1.755065,2.600981,0.008977
0.627045,-0.150106,0.247620,1.754934,2.601021,0.009017
0.627043,-0.150100,0.247578,1.755002,2.601053,0.008930
0.627042,-0.150092,0.247609,1.755004,2.600991,0.008980
0.627037,-0.150082,0.247591,1.755017,2.601045,0.008973
0.627037,-0.150082,0.247591,1.755017,2.601045,0.008973
0.627034,-0.150107,0.247587,1.755017,2.601043,0.008930
0.627028,-0.150113,0.247589,1.755020,2.601048,0.008947
0.627044,-0.150082,0.247618,1.754967,2.601007,0.009033
0.627044,-0.150082,0.247618,1.754967,2.601007,0.009033
0.627031,-0.150114,0.247586,1.755084,2.601009,0.008920
0.627047,-0.150090,0.247627,1.754983,2.600995,0.009033
0.627039,-0.150100,0.247599,1.755021,2.601017,0.008950
0.627039,-0.150100,0.247599,1.755021,2.601017,0.008950
0.627036,-0.150107,0.247588,1.754995,2.601045,0.008940
0.627025,-0.150119,0.247597,1.755095,2.600993,0.008973
0.627035,-0.150091,0.247601,1.755030,2.601030,0.008957
0.627018,-0.150103,0.247581,1.755069,2.601055,0.008958
0.627018,-0.150103,0.247581,1.755069,2.601055,0.008958
0.627041,-0.150100,0.247613,1.754994,2.601009,0.008970
0.627041,-0.150100,0.247613,1.754994,2.601009,0.008970
0.627035,-0.150107,0.247615,1.755025,2.600989,0.008970
0.627033,-0.150086,0.247621,1.754934,2.601021,0.008950
0.627029,-0.150096,0.247631,1.755030,2.600996,0.009029
0.627031,-0.150107,0.247600,1.755029,2.600997,0.008961
0.627029,-0.150083,0.247599,1.754998,2.601052,0.008956
0.627026,-0.150098,0.247599,1.755046,2.601020,0.008956
0.627027,-0.150107,0.247630,1.754992,2.600973,0.009001
0.627033,-0.150099,0.247601,1.755042,2.601013,0.008941
0.627026,-0.150105,0.247620,1.754998,2.601014,0.008987
0.627035,-0.150114,0.247635,1.754993,2.600973,0.009000
0.627035,-0.150114,0.247635,1.754993,2.600973,0.009000
0.627030,-0.150097,0.247624,1.755032,2.600999,0.009003
0.627042,-0.150106,0.247615,1.755002,2.600987,0.009007
0.627029,-0.150108,0.247625,1.754969,2.601006,0.008964
0.627032,-0.150098,0.247617,1.755029,2.600994,0.008987
0.627030,-0.150099,0.247615,1.755036,2.601005,0.008950
0.627014,-0.150110,0.247588,1.755022,2.601086,0.008958
0.627014,-0.150110,0.247588,1.755022,2.601086,0.008958
0.627039,-0.150100,0.247619,1.755041,2.600977,0.008971
0.627033,-0.150107,0.247620,1.754998,2.600982,0.008991
0.627036,-0.150091,0.247602,1.755041,2.601010,0.008967
0.627024,-0.150098,0.247604,1.755034,2.601003,0.008977
0.627024,-0.150098,0.247604,1.755034,2.601003,0.008977
0.627024,-0.150098,0.247604,1.755034,2.601003,0.008977
0.627030,-0.150104,0.247617,1.754986,2.601031,0.009002
0.627028,-0.150102,0.247584,1.755016,2.601042,0.008888
0.627026,-0.150105,0.247611,1.755024,2.601020,0.008967
0.627034,-0.150082,0.247632,1.754943,2.601035,0.009022
0.627018,-0.150125,0.247615,1.755020,2.601016,0.009018
0.627031,-0.150112,0.247640,1.755006,2.600992,0.009022
0.627031,-0.150112,0.247640,1.755006,2.600992,0.009022
0.627031,-0.150112,0.247640,1.755006,2.600992,0.009022
0.627040,-0.150098,0.247618,1.754981,2.600990,0.009017
0.627033,-0.150104,0.247611,1.755001,2.601019,0.009003
0.627026,-0.150088,0.247604,1.754933,2.601086,0.009008
0.627032,-0.150092,0.247613,1.754963,2.601029,0.008971
0.627026,-0.150096,0.247599,1.755007,2.601061,0.008987
0.627029,-0.150096,0.247621,1.754998,2.601017,0.009029
0.627034,-0.150098,0.247627,1.754949,2.601010,0.009017
0.627030,-0.150093,0.247629,1.754932,2.601018,0.008975
0.627032,-0.150080,0.247629,1.754992,2.601009,0.009039
0.627030,-0.150092,0.247646,1.754959,2.600959,0.009032
0.627031,-0.150114,0.247648,1.754991,2.600938,0.009031
0.627033,-0.150098,0.247635,1.754944,2.601002,0.009027
0.627035,-0.150097,0.247656,1.754970,2.600943,0.009083
0.627028,-0.150098,0.247656,1.754963,2.600964,0.009047
0.627028,-0.150115,0.247661,1.754996,2.600914,0.009025
0.627034,-0.150098,0.247664,1.754961,2.600929,0.009077
0.627029,-0.150107,0.247678,1.754983,2.600894,0.009071
0.627032,-0.150108,0.247664,1.754955,2.600918,0.009045
0.627035,-0.150097,0.247676,1.754944,2.600936,0.009103
