actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5
0.132563,-0.359035,0.399108,1.755184,2.601070,0.009042
0.131845,-0.358479,0.398154,1.755166,2.600872,0.008967
0.131101,-0.357920,0.397199,1.755144,2.600773,0.008966
0.130738,-0.357633,0.396725,1.754999,2.600742,0.008958
0.129979,-0.357048,0.395694,1.754944,2.600990,0.008996
0.129236,-0.356480,0.394689,1.754849,2.600968,0.008926
0.128487,-0.355887,0.393676,1.754912,2.600977,0.008946
0.127722,-0.355280,0.392590,1.755157,2.601060,0.009038
0.126983,-0.354709,0.391604,1.755226,2.600991,0.009031
0.126221,-0.354097,0.390594,1.755224,2.600892,0.009054
0.125494,-0.353512,0.389646,1.754935,2.600833,0.008961
0.124735,-0.352896,0.388588,1.754775,2.601174,0.009087
0.123933,-0.352302,0.387550,1.754868,2.600957,0.008972
0.123139,-0.351689,0.386490,1.755090,2.600909,0.009030
0.122338,-0.351075,0.385426,1.755199,2.600867,0.009024
0.121525,-0.350443,0.384311,1.755236,2.601122,0.009070
0.120767,-0.349839,0.383306,1.754938,2.601143,0.009043
0.119998,-0.349224,0.382248,1.754718,2.601270,0.009095
0.119212,-0.348596,0.381240,1.754778,2.601172,0.009055
0.118421,-0.347976,0.380207,1.754863,2.600958,0.008937
0.117634,-0.347341,0.379157,1.754858,2.600843,0.008953
0.116805,-0.346719,0.378094,1.755052,2.600956,0.008967
0.116009,-0.346070,0.377037,1.754790,2.600899,0.008938
0.115200,-0.345439,0.376049,1.754802,2.600761,0.008849
0.114401,-0.344807,0.375039,1.754900,2.600620,0.008821
0.113576,-0.344149,0.373991,1.755070,2.600605,0.008858
0.112808,-0.343504,0.372977,1.754924,2.600620,0.008846
0.112041,-0.342860,0.371981,1.754746,2.600628,0.008882
0.111265,-0.342198,0.370967,1.754532,2.600896,0.008948
0.110473,-0.341532,0.369980,1.754507,2.600801,0.008983
0.109722,-0.340896,0.369014,1.754623,2.600817,0.008979
0.108945,-0.340223,0.367990,1.754817,2.600889,0.009176
0.108217,-0.339597,0.367111,1.754919,2.600960,0.009150
0.107865,-0.339278,0.366693,1.754882,2.600888,0.009112
0.107171,-0.338657,0.365907,1.754692,2.600733,0.008998
0.106502,-0.338041,0.365131,1.754706,2.600734,0.009000
0.105876,-0.337422,0.364397,1.754682,2.600679,0.008892
0.105344,-0.336815,0.363707,1.754725,2.600724,0.008801
0.104873,-0.336189,0.363025,1.754912,2.600941,0.008934
0.104486,-0.335591,0.362430,1.754868,2.600997,0.008963
