actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5
0.582357,-0.057323,0.301903,-0.019471,3.115141,-0.021806
0.582364,-0.057312,0.301891,-0.019489,3.115147,-0.021864
0.582361,-0.057311,0.301908,-0.019416,3.115136,-0.021728
0.582362,-0.057276,0.301876,-0.019585,3.115195,-0.021740
0.582362,-0.057305,0.301892,-0.019491,3.115182,-0.021757
0.582361,-0.057302,0.301904,-0.019471,3.115129,-0.021802
0.582350,-0.057304,0.301879,-0.019511,3.115197,-0.021723
0.582349,-0.057293,0.301907,-0.019547,3.115170,-0.021755
0.582339,-0.057295,0.301919,-0.019584,3.115169,-0.021774
0.582341,-0.057310,0.301917,-0.019453,3.115180,-0.021795
0.582329,-0.057323,0.301889,-0.019436,3.115269,-0.021890
0.582303,-0.057333,0.301785,-0.019477,3.115441,-0.021907
0.582272,-0.057356,0.301814,-0.019308,3.115405,-0.021880
0.582279,-0.057329,0.301845,-0.019419,3.115277,-0.021758
0.582305,-0.057319,0.301919,-0.019395,3.114995,-0.021717
0.582319,-0.057304,0.302067,-0.019480,3.114579,-0.021630
0.582312,-0.057318,0.302122,-0.019421,3.114436,-0.021601
0.582302,-0.057343,0.302391,-0.019337,3.113871,-0.021429
0.582291,-0.057330,0.302905,-0.019297,3.112762,-0.021198
0.582269,-0.057344,0.303619,-0.019213,3.111275,-0.020854
0.582173,-0.057343,0.304586,-0.019272,3.109494,-0.020490
0.581977,-0.057366,0.305793,-0.019214,3.107389,-0.020023
0.581684,-0.057422,0.307190,-0.019112,3.104920,-0.019595
0.581281,-0.057475,0.308791,-0.019063,3.102183,-0.018946
0.580782,-0.057512,0.310571,-0.019009,3.099242,-0.018330
0.580222,-0.057599,0.312666,-0.018910,3.095676,-0.017516
0.579611,-0.057657,0.315010,-0.018910,3.091596,-0.016671
0.578916,-0.057747,0.317605,-0.018849,3.087034,-0.015636
0.578122,-0.057835,0.320436,-0.018712,3.082151,-0.014423
0.577245,-0.057924,0.323488,-0.018509,3.076927,-0.012667
0.576293,-0.057936,0.326741,-0.018503,3.071406,-0.009828
0.575231,-0.057951,0.330187,-0.018472,3.065697,-0.006795
0.574121,-0.058088,0.333778,-0.018234,3.059619,-0.004547
0.572948,-0.058192,0.337505,-0.018108,3.053309,-0.002241
0.571659,-0.058349,0.341267,-0.017818,3.047203,0.000141
0.570296,-0.058524,0.344933,-0.017734,3.041983,0.001597
0.568723,-0.058737,0.348476,-0.017593,3.038246,0.002292
0.567873,-0.058833,0.350144,-0.017579,3.036932,0.002586
0.566115,-0.059076,0.353526,-0.017621,3.034996,0.002874
0.564146,-0.059349,0.356786,-0.017520,3.034430,0.002967
0.562017,-0.059642,0.359872,-0.017492,3.035468,0.002666
0.559705,-0.059964,0.362781,-0.017517,3.038076,0.002011
0.557224,-0.060288,0.365644,-0.017505,3.041714,0.001263
0.554630,-0.060659,0.368557,-0.017582,3.045708,0.000355
0.551936,-0.061041,0.371534,-0.017517,3.049759,-0.000524
0.549174,-0.061440,0.374677,-0.017426,3.053318,-0.001347
0.546397,-0.061825,0.377961,-0.017507,3.056121,-0.001986
0.543580,-0.062253,0.381401,-0.017371,3.058175,-0.002569
