actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5
-5.414257,0.304187,5.432193,0.006677,0.407042,-0.033179
-6.992662,-0.168947,5.527595,0.029226,0.511695,-0.029600
-7.774677,-0.410902,6.285923,0.030653,0.567502,-0.036828
-8.645842,-0.222197,5.533216,0.053942,0.644954,-0.035423
-7.667590,-0.455087,4.983280,0.048145,0.611355,-0.035649
-6.954224,-0.542272,5.295122,0.007264,0.557967,-0.048821
-7.150946,-0.979972,5.168878,0.002140,0.560904,-0.050386
-7.639286,-0.918566,4.905962,-0.017471,0.583676,-0.054747
-7.563472,-0.778651,4.840011,-0.000094,0.577504,-0.055014
-7.040574,-1.067804,6.104888,-0.018851,0.517541,-0.051510
-7.026844,-0.985017,5.268248,-0.005282,0.526858,-0.052269
-8.213250,-0.201547,5.612150,0.046180,0.625448,-0.045034
-9.180663,0.453697,5.960409,0.104361,0.717174,-0.035371
-9.712076,1.168992,5.868783,0.134884,0.728929,-0.019442
-9.035700,0.825682,6.844350,0.169311,0.705648,-0.018955
-9.814844,2.243422,5.991735,0.223422,0.744766,0.004369
-11.648121,2.538110,6.419275,0.288417,0.881747,0.017295
-11.913576,1.951553,6.185642,0.323149,0.952297,0.016385
-11.250201,1.825158,5.985531,0.308823,0.921862,0.009689
-10.888280,2.259764,6.535414,0.298368,0.882367,0.012165
-10.970755,2.875561,6.046969,0.381524,0.903548,0.035971
-11.577498,3.262922,6.552079,0.463339,0.954196,0.048292
-11.738600,2.953343,6.868119,0.443216,0.974146,0.049238
-12.143044,2.782902,7.202741,0.406232,0.987494,0.029027
-12.559836,1.313607,8.049799,0.327148,0.964519,0.007096
-12.337775,1.535391,7.647461,0.318712,0.945207,0.010577
-11.524063,2.476735,6.880235,0.414403,0.945762,0.035464
-12.192233,2.833312,8.130875,0.406897,0.941572,0.038757
-12.394540,1.445322,8.992247,0.306473,0.954367,0.009405
-13.208109,0.827258,7.534338,0.296407,1.011040,-0.003113
-13.092164,1.297173,9.737626,0.310111,1.005845,0.000296
-13.527161,3.012356,7.331764,0.391905,1.023432,0.026790
-14.267546,3.089850,9.792829,0.423412,1.088205,0.034747
-14.261812,3.723053,8.597684,0.459774,1.091533,0.041824
-15.338712,3.882637,8.640476,0.503449,1.196171,0.045301
-15.874765,4.000860,8.332364,0.524994,1.251958,0.043316
-17.353974,5.638159,6.221301,0.649979,1.439168,0.080428
-18.646878,6.470991,8.369340,0.866872,1.631290,0.116900
-17.577898,7.960426,9.294432,0.926290,1.565971,0.148273
-16.637227,6.135398,12.509461,0.819258,1.420949,0.128602
-18.870062,6.801911,10.663352,0.819749,1.570482,0.125979
-20.162364,8.055118,11.177600,0.956952,1.689322,0.160962
-19.779672,8.415872,12.404910,0.978237,1.669796,0.172823
-16.359492,4.045019,12.563444,0.651580,1.420891,0.086031
-16.891246,2.842042,9.913805,0.530012,1.396063,0.032988
-11.695266,-2.529734,9.329186,0.131189,1.022553,-0.085250
-8.714710,-3.938873,5.848000,-0.107841,0.737730,-0.133869
-5.787360,-4.027233,4.061556,-0.177803,0.492724,-0.149208
-2.604996,-4.413649,2.549732,-0.255105,0.238473,-0.140760
-2.366966,-3.146851,1.382869,-0.224351,0.188902,-0.132222
-1.970850,-0.405269,-0.178308,0.071649,0.264061,-0.038778
-1.232828,-0.325540,0.290679,0.090730,0.236271,-0.035573
-2.901374,0.679181,-0.324822,0.144326,0.294831,-0.019013
-2.694226,0.098112,-0.458689,0.116734,0.285878,-0.022253
-1.015693,-0.266532,0.194923,0.092377,0.229911,-0.024864
-0.987172,-0.873952,1.055100,0.069753,0.180261,-0.023375
-3.014700,-0.019923,-0.747294,0.154357,0.284275,-0.013155
-1.688171,-0.875822,0.229219,0.105140,0.222516,-0.020511
-2.122660,0.065095,-0.419500,0.118985,0.259853,-0.015141
-0.567635,-1.249859,0.406593,0.091788,0.195837,-0.029553
-3.077121,-0.260852,0.000615,0.139725,0.280003,-0.015691
-3.804509,1.348550,-1.570154,0.186161,0.326121,-0.004929
-1.463579,-0.739932,0.953299,0.094040,0.221387,-0.025194
-0.648151,-0.725757,-0.585727,0.086723,0.188582,-0.023264
-1.774153,-0.275552,0.823959,0.102281,0.218899,-0.020235
-5.301519,2.031160,-1.783799,0.206044,0.370584,0.001624
-3.331505,-1.634667,-0.752705,0.090989,0.295129,-0.019888
-1.815860,-0.402045,-5.926488,0.146586,0.312313,-0.009918
-0.086112,-0.728695,-1.968361,0.087851,0.209225,-0.018111
-0.981655,-1.195000,0.512619,0.079996,0.198337,-0.027414
-1.058049,-0.743411,-0.235073,0.081027,0.209052,-0.021986
-0.834612,-0.809355,-1.816695,0.102950,0.222431,-0.016902
-0.985741,-1.245555,-1.077394,0.102664,0.209364,-0.019957
-1.530897,-1.264837,-0.378203,0.075396,0.216038,-0.026263
-0.715489,-0.758504,-0.886307,0.103485,0.203108,-0.021200
-0.506535,-0.837087,-1.539934,0.102553,0.204879,-0.018960
-1.416771,-1.865219,-0.950652,0.084418,0.217957,-0.027573
-1.321902,-0.601486,-0.706679,0.111030,0.209836,-0.022891
-0.803884,-1.116483,-0.839094,0.104554,0.195999,-0.024635
-1.279553,-1.711814,-1.845176,0.089736,0.211565,-0.024529
-0.830066,-1.144565,-1.433230,0.099990,0.205407,-0.019889
-0.929208,-1.260847,-0.758486,0.110950,0.193697,-0.019101
-1.368118,-1.105414,-1.191193,0.093986,0.217241,-0.025449
-1.045509,-1.486303,-1.295745,0.094034,0.221341,-0.021907
-0.813732,-1.095494,-1.286040,0.102006,0.200132,-0.021827
-0.884921,-1.364895,-0.908608,0.109274,0.213711,-0.024288
-0.980544,-1.573016,-0.802758,0.096264,0.203504,-0.019803
-0.947941,-1.171073,-1.283662,0.097856,0.212385,-0.026142
-0.940618,-1.268454,-1.022219,0.097700,0.203299,-0.024624
-1.199359,-1.216299,-1.271350,0.103880,0.216257,-0.025700
-1.084071,-1.709680,-1.081289,0.104366,0.205460,-0.021919
-0.898406,-1.428609,-1.219882,0.091312,0.208860,-0.026252
-1.144955,-1.319609,-1.231041,0.103532,0.208584,-0.019507
-1.004167,-1.213604,-1.050251,0.106796,0.206732,-0.017017
-1.191516,-1.292504,-1.186454,0.091220,0.209225,-0.018991
-0.980956,-1.290143,-1.256339,0.094593,0.206881,-0.019744
-0.671473,-1.528738,-1.144780,0.107949,0.210041,-0.022308
-0.932872,-1.190806,-1.022490,0.095478,0.206707,-0.022304
-1.145012,-1.265863,-1.298095,0.107116,0.206181,-0.024498
-1.058042,-1.505438,-1.415612,0.103321,0.202213,-0.022750
-2.685104,0.207621,3.251983,0.153434,0.206524,-0.014498
-2.212796,0.171717,7.309768,0.155830,0.153478,-0.010631
-4.337309,-0.556128,5.569862,0.085141,0.254278,-0.026148
-5.130122,-1.864520,2.684167,0.034738,0.352858,-0.042926
-4.983448,-1.917957,1.334335,0.045438,0.420425,-0.043264
-5.929929,-0.748672,2.021223,0.122487,0.520900,-0.033807
-7.435118,0.724491,2.441642,0.235317,0.609896,-0.004029
-7.205676,1.323796,3.517209,0.303150,0.620638,0.008190
-6.939283,1.397434,5.027736,0.278741,0.582321,0.007525
-7.337023,-0.714111,5.752011,0.212862,0.553387,-0.017414
-7.860952,-0.905438,5.643488,0.131899,0.585226,-0.031634
-8.475585,-0.968067,5.190162,0.106904,0.637143,-0.039945
-8.979744,-1.398691,4.669421,0.106904,0.697315,-0.046419
-8.746920,-1.026534,3.902416,0.135512,0.727648,-0.041821
-7.752099,-0.239460,3.361657,0.161382,0.658015,-0.034869
-5.840051,-0.275398,2.630674,0.172038,0.574264,-0.020267
-4.430437,-0.750473,1.749565,0.157282,0.466374,-0.027113
-2.951617,-0.854509,0.906425,0.124876,0.352387,-0.029409
-1.951039,-1.293537,-0.075466,0.111930,0.288786,-0.035334
-1.023741,-1.573141,-0.601991,0.086273,0.228833,-0.030206
-0.899094,-0.749198,-1.008904,0.091425,0.225777,-0.030563
-0.682036,-0.948913,-0.970241,0.105390,0.229733,-0.030715
-1.079628,-0.772145,-0.943941,0.089128,0.214003,-0.029589
-1.073213,-1.398275,-1.095886,0.105982,0.221455,-0.024336
-1.026252,-0.903238,-1.114313,0.103671,0.216168,-0.031050
-1.018383,-1.290030,-0.968558,0.101308,0.207947,-0.025059
-1.083038,-1.286443,-1.004391,0.098684,0.219902,-0.028364
-0.899228,-1.637473,-0.935555,0.111085,0.216694,-0.030023
-0.982827,-0.716467,-0.985495,0.101075,0.214225,-0.027633
-1.035096,-1.174417,-0.955075,0.097894,0.215391,-0.023062
-0.735067,-1.754629,-0.973052,0.107248,0.219545,-0.027092
-0.922606,-1.440769,-1.178266,0.107260,0.216445,-0.026430
-1.007103,-1.367124,-1.124114,0.103685,0.213729,-0.026628
-0.980180,-1.349667,-0.951184,0.107650,0.218588,-0.021622
-1.176062,-1.171325,-0.977151,0.101252,0.209766,-0.024927
-0.796404,-1.549243,-1.075398,0.103290,0.211184,-0.028247
-1.053851,-1.263149,-1.037202,0.106596,0.213888,-0.025049
-0.857845,-1.113383,-0.972825,0.096530,0.206695,-0.025489
-1.149140,-0.880243,-1.078336,0.097609,0.208479,-0.029452
-1.024556,-1.139892,-1.056522,0.103634,0.217239,-0.024252
-0.665778,-1.354540,-0.862441,0.098172,0.213261,-0.027882
-0.864767,-0.804951,-1.035697,0.095453,0.213849,-0.027044
-0.773361,-1.368692,-1.011865,0.105660,0.216295,-0.028878
-1.002944,-1.004131,-1.041053,0.098809,0.209439,-0.029356
-1.122056,-1.447964,-1.026383,0.111834,0.216152,-0.024135
-0.758719,-1.391549,-1.086426,0.095453,0.208262,-0.028911
-1.230270,-0.781295,-0.979083,0.091941,0.209937,-0.027059
-0.743285,-1.248271,-0.847046,0.107986,0.214712,-0.027446
-1.137093,-1.197592,-1.077979,0.096523,0.206577,-0.023655
-1.296374,-1.388534,-1.273491,0.110351,0.209159,-0.024727
-0.890303,-1.539975,-1.111750,0.105532,0.205876,-0.026775
-1.050524,-1.345673,-1.180745,0.106476,0.212299,-0.022634
-0.862151,-1.760911,-1.193889,0.115799,0.210588,-0.028634
-0.930822,-1.426389,-0.988039,0.100676,0.208551,-0.031282
-1.033525,-0.911688,-1.089455,0.102395,0.215609,-0.027147
-1.074479,-1.534192,-0.917465,0.106019,0.205678,-0.028418
-1.041425,-1.066203,-0.949906,0.098182,0.208654,-0.025209
-1.126982,-1.121327,-0.990526,0.102135,0.209936,-0.027714
-1.111923,-1.028010,-1.039222,0.094957,0.204418,-0.025023
-1.077512,-0.666443,-0.803117,0.088794,0.206192,-0.026483
-1.144488,-0.786121,-0.999795,0.090471,0.208112,-0.022927
-1.123612,-0.938733,-1.106111,0.096414,0.203781,-0.028463
-0.906646,-1.186873,-1.084159,0.107203,0.214785,-0.026721
-1.039206,-1.369203,-1.076694,0.101871,0.205768,-0.026795
-1.080517,-1.142359,-1.059396,0.098490,0.205397,-0.023304
-0.824293,-0.969979,-1.048600,0.099133,0.214475,-0.028327
-1.010856,-1.428644,-0.961387,0.103669,0.206738,-0.026018
-1.215433,-1.098535,-1.097053,0.104065,0.207136,-0.021993
-0.986718,-1.263288,-0.907736,0.099612,0.208558,-0.030251
-0.844362,-1.026567,-1.069319,0.097284,0.215950,-0.023418
-1.115043,-1.177128,-1.029904,0.101092,0.206338,-0.026431
-1.127275,-0.966659,-0.896866,0.092848,0.206832,-0.025717
-1.232126,-1.095742,-1.067355,0.102825,0.205714,-0.024332
-1.068186,-1.034768,-0.995468,0.095192,0.204587,-0.026361
-1.137801,-1.168744,-0.980310,0.102376,0.210082,-0.028206
-0.994191,-0.829541,-0.918482,0.095967,0.212730,-0.028217
-0.946675,-1.134111,-1.010914,0.099121,0.208627,-0.024618
-1.138017,-1.335567,-1.156811,0.109336,0.208918,-0.031379
-0.746234,-1.477347,-0.872657,0.107359,0.212162,-0.030138
-1.005524,-1.002189,-1.070976,0.099477,0.209049,-0.024637
-1.032900,-1.018080,-1.056123,0.100110,0.210412,-0.024793
-1.018214,-1.152915,-1.058133,0.096454,0.204981,-0.026296
-1.077245,-0.954726,-1.008701,0.101275,0.208367,-0.029286
-0.904900,-1.342740,-1.058238,0.106159,0.211110,-0.031764
-1.081116,-1.386616,-1.133954,0.105436,0.206646,-0.026670
-0.961565,-1.415359,-1.331213,0.107725,0.208526,-0.023970
-1.056892,-1.405035,-1.160185,0.106501,0.205035,-0.021557
-0.815588,-1.360717,-1.016651,0.105023,0.211882,-0.027905
-0.908755,-1.261386,-1.142579,0.102756,0.212080,-0.024655
-0.797179,-1.173823,-1.120507,0.098833,0.209744,-0.025547
-1.099774,-1.175502,-1.104314,0.109247,0.210131,-0.019286
-0.969742,-1.189913,-1.114386,0.095677,0.209634,-0.023176
-1.085379,-0.832752,-1.127217,0.094554,0.202103,-0.021501
-1.275535,-0.978241,-1.156608,0.095896,0.202717,-0.022364
-1.013861,-1.361787,-1.045701,0.101625,0.205726,-0.026721
-0.949938,-1.303937,-1.094319,0.109742,0.210332,-0.030414
-0.840712,-1.382738,-0.989247,0.102783,0.211854,-0.028708
-1.060725,-1.552606,-1.140527,0.110272,0.209362,-0.026764
-1.281235,-1.092755,-1.295905,0.101403,0.199431,-0.025058
-1.047086,-1.388740,-1.011993,0.104906,0.205371,-0.026374
-0.924340,-1.328527,-1.091130,0.109380,0.214592,-0.024618
-0.675137,-1.252836,-0.858085,0.099783,0.212308,-0.024400
-1.316689,-1.051324,-1.270976,0.097738,0.204534,-0.021081
-1.157855,-1.488479,-1.319652,0.108679,0.203486,-0.021940
-0.814614,-1.558180,-1.058401,0.109042,0.209182,-0.029450
-1.067954,-1.285349,-1.162368,0.106546,0.210933,-0.027474
-1.081181,-1.056909,-1.213438,0.094054,0.204231,-0.027834
-1.031217,-1.178928,-1.215062,0.100848,0.208390,-0.025654
-0.968691,-1.599997,-1.083193,0.112922,0.209472,-0.027515
-1.027700,-1.183952,-1.275213,0.098251,0.208650,-0.022966
-0.988438,-1.612100,-1.237379,0.110159,0.206801,-0.026381
-1.155993,-1.419208,-1.147216,0.108173,0.207082,-0.021967
-0.901642,-1.535760,-1.075901,0.106023,0.208923,-0.023457
-0.902815,-1.594359,-1.069242,0.116324,0.214397,-0.023430
-1.316015,-1.330339,-1.206950,0.103408,0.196858,-0.024111
-1.015542,-1.529138,-1.078284,0.109132,0.213016,-0.025729
-1.244092,-0.891322,-0.997172,0.094245,0.204229,-0.020894
-0.901499,-1.355587,-1.050229,0.100835,0.204980,-0.026317
-0.932981,-1.226216,-0.979074,0.107054,0.211755,-0.026211
-0.935674,-1.126215,-1.020829,0.097576,0.209291,-0.021809
-1.030892,-1.461920,-1.044713,0.110900,0.207512,-0.025876
-1.105764,-0.901477,-1.092672,0.094938,0.206482,-0.027206
-0.874765,-1.663753,-0.960205,0.109362,0.212356,-0.028412
-0.976319,-1.283030,-1.095216,0.106125,0.215047,-0.024290
-0.718420,-1.288052,-1.079655,0.103058,0.207792,-0.027862
-1.125455,-1.521962,-1.149102,0.112253,0.209639,-0.024916
-0.985628,-1.099200,-1.145230,0.101219,0.207487,-0.025158
-0.892490,-0.785601,-0.912024,0.085568,0.206477,-0.028934
-1.046123,-1.140390,-1.240902,0.105083,0.211501,-0.021688
-1.181994,-1.064454,-1.086015,0.095778,0.202374,-0.024494
-0.976538,-1.155151,-1.004955,0.100705,0.208859,-0.025896
-0.977415,-1.107265,-1.031453,0.102946,0.214953,-0.025523
-0.943324,-1.395237,-1.034292,0.102329,0.203886,-0.021539
-0.919722,-1.439014,-1.048499,0.108224,0.208114,-0.027959
-0.869998,-1.456705,-0.982384,0.107418,0.210192,-0.026236
-0.975904,-1.478478,-0.960687,0.105093,0.204938,-0.024653
-1.082241,-1.152580,-0.966980,0.103509,0.212382,-0.025656
-0.942218,-1.083845,-0.937308,0.093122,0.209233,-0.022134
-1.176765,-1.016588,-0.899011,0.099183,0.203744,-0.024613
-1.119350,-1.342649,-1.065602,0.105649,0.208343,-0.024225
-0.978193,-0.768529,-0.817601,0.087872,0.206517,-0.028023
-1.232381,-0.995921,-1.075206,0.100405,0.206958,-0.023392
-1.027830,-0.867688,-0.905006,0.092794,0.206770,-0.023769
-1.039930,-1.056189,-1.007087,0.100427,0.207633,-0.024242
-1.054235,-0.924822,-1.104631,0.093586,0.207140,-0.018125
-0.980968,-0.966495,-0.886628,0.090825,0.207062,-0.022995
-1.159085,-1.073756,-0.989884,0.100835,0.206964,-0.025050
-0.915429,-1.270203,-0.946727,0.097529,0.207582,-0.024696
-1.072657,-1.241299,-1.067222,0.106316,0.208123,-0.024743
-1.218116,-0.795917,-0.971794,0.092132,0.204453,-0.022202
-1.075820,-0.886736,-1.070426,0.090343,0.204939,-0.026145
-0.980424,-0.962574,-0.912818,0.101025,0.209263,-0.028359
-1.173477,-0.888846,-1.035023,0.092324,0.202920,-0.024323
-1.231408,-0.917782,-1.025290,0.094303,0.199371,-0.024803
-1.106072,-0.859720,-0.874067,0.093859,0.207870,-0.023084
-0.898633,-1.039177,-0.891384,0.096567,0.206925,-0.027795
-1.152920,-0.846336,-0.962778,0.094935,0.208843,-0.028854
-1.183105,-1.061927,-0.830402,0.095719,0.205332,-0.023057
-0.829903,-1.228317,-0.946233,0.103341,0.208385,-0.025768
-1.271910,-0.564140,-0.901504,0.089414,0.203804,-0.024311
-0.909003,-1.111528,-0.876482,0.097458,0.204622,-0.029529
-0.939051,-1.231122,-0.867853,0.106720,0.212015,-0.027534
-1.043518,-0.593782,-0.919585,0.089329,0.208563,-0.031103
-1.032232,-1.100828,-0.910517,0.099435,0.208325,-0.027785
-1.124709,-0.748158,-0.952669,0.097061,0.209584,-0.024264
-0.904145,-1.396341,-0.950817,0.101365,0.210954,-0.028359
-0.991775,-0.784926,-0.915350,0.093745,0.211243,-0.023794
-1.178575,-0.812206,-0.949156,0.090647,0.203529,-0.023076
-1.070814,-1.288739,-0.966561,0.100833,0.206993,-0.023531
-1.242672,-0.936306,-1.038752,0.099895,0.205752,-0.020584
-1.021819,-1.028309,-0.918543,0.095028,0.206475,-0.028540
-1.220945,-1.320537,-1.162212,0.101947,0.198776,-0.027986
-1.098708,-1.263076,-1.063479,0.109206,0.208390,-0.023605
-1.246603,-1.037792,-0.939716,0.094294,0.201842,-0.027028
-1.169001,-1.014781,-1.006916,0.100685,0.206843,-0.023216
-1.102829,-0.864333,-0.865736,0.093818,0.206774,-0.029545
-0.940777,-1.053989,-0.918538,0.094373,0.205610,-0.025620
-1.147602,-0.944719,-1.005249,0.100458,0.207308,-0.024376
-1.051867,-1.124814,-0.875345,0.097623,0.203538,-0.028124
-1.201929,-0.615292,-1.019760,0.088530,0.203957,-0.027561
-0.905494,-1.152386,-0.935549,0.100323,0.209307,-0.026377
-1.037072,-1.255490,-0.890028,0.099364,0.204048,-0.024349
-1.359036,-0.825442,-1.132594,0.094785,0.202514,-0.023514
-1.211376,-1.332147,-1.058141,0.101640,0.202677,-0.025681
-1.100571,-1.247821,-1.113836,0.106000,0.205159,-0.023093
-1.099889,-1.104618,-0.898857,0.097780,0.206846,-0.028314
-1.404316,-0.826768,-1.094755,0.088891,0.194258,-0.018293
-1.174063,-0.897958,-0.922838,0.098560,0.209380,-0.023832
-1.108586,-1.080892,-1.016616,0.096555,0.204168,-0.030051
-1.321234,-1.088358,-1.125513,0.100127,0.200237,-0.025028
-0.978412,-1.167913,-0.874182,0.096343,0.213822,-0.027832
-1.331667,-1.210754,-1.096654,0.093220,0.208991,-0.029384
-1.108896,-1.034016,-1.010181,0.099750,0.208010,-0.021203
-1.225240,-1.136919,-0.880513,0.100774,0.204938,-0.026795
-1.086841,-0.962475,-0.929877,0.093063,0.200690,-0.020752
-1.005120,-0.862780,-0.901785,0.100261,0.208815,-0.021861
-1.110231,-1.450036,-1.052462,0.100036,0.205453,-0.022831
-1.405564,-0.938615,-1.096055,0.099336,0.206375,-0.022467
-0.861451,-1.473044,-1.104086,0.107995,0.208361,-0.024813
-1.261376,-1.098463,-1.102212,0.098589,0.198933,-0.025667
-1.285845,-1.013213,-1.060326,0.100917,0.200957,-0.022086
-0.901322,-1.106341,-1.030647,0.098113,0.202883,-0.027842
-1.185126,-0.847440,-1.030383,0.097283,0.206683,-0.023213
-1.106155,-1.142684,-0.917325,0.097891,0.207053,-0.025076
-1.024681,-0.593835,-1.053809,0.088694,0.206145,-0.024695
-1.089753,-1.189901,-1.078658,0.105044,0.213875,-0.021923
-0.933509,-1.173092,-1.144555,0.095871,0.204207,-0.024251
-1.185151,-1.137202,-1.267957,0.105465,0.199859,-0.025641
-1.315227,-1.067983,-1.237912,0.101180,0.200154,-0.023620
-1.280323,-1.587213,-0.968986,0.106342,0.204277,-0.024981
-0.896666,-1.106127,-1.244312,0.106307,0.208271,-0.024234
-0.978835,-1.477807,-1.273691,0.102921,0.204081,-0.030134
-1.246613,-0.875821,-1.220301,0.095591,0.203953,-0.021419
-1.100040,-1.139188,-0.994418,0.101864,0.203140,-0.026307
-1.003401,-1.176646,-1.051678,0.101308,0.203238,-0.023517
-1.032040,-1.268989,-1.082545,0.105712,0.210175,-0.024929
-1.095087,-0.799990,-1.033935,0.091154,0.203311,-0.026088
-1.319483,-0.957429,-1.109736,0.096378,0.196146,-0.023468
-1.195015,-0.775157,-1.189281,0.092996,0.203742,-0.021689
-1.198845,-1.017295,-1.142724,0.095394,0.198198,-0.023162
-0.915582,-1.292412,-1.173774,0.104777,0.211582,-0.021659
-1.279537,-1.094064,-1.231558,0.097593,0.199821,-0.026526
-1.185267,-1.334334,-1.160810,0.105036,0.204620,-0.022665
-1.181897,-1.106936,-1.070375,0.103577,0.205974,-0.024328
-1.024800,-1.164131,-1.152321,0.097732,0.200559,-0.026575
-1.327772,-1.223229,-1.115597,0.106223,0.203478,-0.027460
-1.229706,-0.876842,-1.063299,0.093161,0.202086,-0.027708
-1.038859,-1.224126,-0.985578,0.103749,0.205735,-0.030005
-1.415460,-0.976799,-0.930187,0.102074,0.204525,-0.024351
-1.034066,-1.556696,-1.029910,0.110319,0.201808,-0.027837
-0.874788,-1.194515,-0.998190,0.103411,0.207903,-0.022974
-1.134333,-1.167978,-0.960152,0.100849,0.207342,-0.028476
-1.179035,-1.044441,-1.161772,0.097871,0.198651,-0.028394
-0.990283,-0.954473,-0.935679,0.098408,0.213073,-0.028380
-1.035415,-0.803831,-0.987923,0.087907,0.201866,-0.026314
-1.033080,-1.165447,-1.050635,0.101381,0.203513,-0.023692
-0.958466,-1.144180,-1.070928,0.103214,0.210154,-0.023363
-1.036685,-1.289105,-0.888807,0.100287,0.200449,-0.029799
-1.348045,-0.728915,-1.121923,0.092574,0.202233,-0.024477
-1.279769,-1.290563,-1.043884,0.104025,0.202055,-0.027471
-1.154130,-0.707803,-0.934178,0.088487,0.202209,-0.021062
-1.101240,-0.992752,-1.031452,0.102137,0.206204,-0.025090
-1.140453,-1.248001,-1.002762,0.096055,0.197257,-0.023120
-1.240025,-1.113085,-1.045403,0.106111,0.203586,-0.029319
-1.203246,-0.735865,-1.062522,0.090597,0.202486,-0.027568
-1.343212,-1.110756,-0.971650,0.097671,0.200552,-0.021430
-0.922725,-1.019183,-0.808169,0.102076,0.214175,-0.026042
-0.778448,-1.444839,-0.834160,0.103642,0.210232,-0.029132
-0.979198,-1.380583,-1.129181,0.106176,0.209883,-0.023485
-1.108148,-1.138168,-0.930990,0.098103,0.205905,-0.025245
-1.181448,-1.154660,-0.915412,0.100031,0.200737,-0.023542
-1.227177,-0.665268,-1.023411,0.091635,0.206580,-0.020089
-0.877839,-1.127247,-0.928550,0.097803,0.206524,-0.026835
-1.067697,-0.874077,-1.085484,0.095810,0.205872,-0.026649
-1.114133,-1.030871,-1.059795,0.097050,0.205216,-0.026606
-1.094622,-1.275909,-0.854514,0.105049,0.200393,-0.022606
-1.006956,-0.912762,-0.896917,0.100554,0.209721,-0.027211
-1.270829,-0.674030,-1.127743,0.088934,0.200779,-0.023985
-1.146090,-0.928199,-1.069019,0.099761,0.205764,-0.022469
-1.242973,-0.865357,-1.038864,0.094948,0.206489,-0.024822
-0.993590,-0.799435,-0.994331,0.085576,0.201162,-0.024969
-1.147339,-0.496738,-0.963769,0.088357,0.204257,-0.024552
-1.040443,-1.038490,-1.032803,0.096671,0.205664,-0.022128
-1.346234,-1.071360,-0.888659,0.097993,0.195617,-0.021039
-1.285986,-0.933632,-1.067851,0.098861,0.204793,-0.025887
-1.199095,-1.246941,-1.037767,0.097044,0.201291,-0.022122
-0.987211,-0.798903,-1.006729,0.095561,0.206946,-0.027128
-0.931099,-1.155923,-0.902166,0.102143,0.207747,-0.025398
-1.229946,-0.817709,-0.963210,0.090384,0.200726,-0.023351
-1.230861,-0.437219,-1.010605,0.088774,0.204852,-0.024593
-0.735125,-1.457797,-0.916604,0.108770,0.212112,-0.026155
-1.046397,-1.209133,-0.937236,0.106446,0.207810,-0.023452
-0.858832,-0.947235,-0.930937,0.094106,0.209055,-0.023091
-1.109565,-1.151277,-1.034390,0.098940,0.204800,-0.025482
-1.235208,-0.754526,-1.199898,0.092956,0.203254,-0.021955
-0.729102,-1.445927,-1.031415,0.103800,0.208781,-0.027599
-1.110360,-1.138437,-0.966776,0.100792,0.206937,-0.023463
-0.813094,-1.437653,-0.933612,0.103524,0.208499,-0.027529
-0.861153,-1.240924,-1.100771,0.098504,0.205956,-0.025364
-0.982025,-1.172100,-1.110886,0.106796,0.207813,-0.029042
-1.030708,-0.963940,-1.064698,0.094759,0.200802,-0.028671
-1.116557,-0.995389,-1.077226,0.097555,0.204554,-0.026594
-1.372295,-0.814491,-1.143935,0.098269,0.199962,-0.026376
-0.987666,-1.047869,-0.993243,0.094235,0.203032,-0.023469
-1.026859,-0.945978,-1.009044,0.099497,0.211794,-0.026753
-1.270127,-0.879186,-1.126331,0.095887,0.195209,-0.026691
-1.037395,-1.026585,-1.024098,0.096760,0.207970,-0.023860
-1.279607,-0.727436,-1.170351,0.093588,0.202631,-0.024379
-0.807415,-0.980201,-0.882248,0.092243,0.206916,-0.027765
-1.245248,-1.151496,-1.106880,0.105054,0.206431,-0.024391
-1.044792,-0.873692,-1.073886,0.091827,0.202029,-0.023947
-1.118028,-1.136663,-1.221811,0.097935,0.203077,-0.023290
-1.230946,-1.398941,-1.174446,0.111529,0.207049,-0.023383
-1.006634,-0.997252,-1.132405,0.093413,0.203165,-0.024278
-1.271536,-0.846714,-1.062216,0.099073,0.203619,-0.025124
-1.095669,-1.047829,-1.167632,0.095036,0.204926,-0.025775
-0.790248,-1.358779,-1.112373,0.104800,0.207138,-0.029118
-1.024272,-1.311555,-1.048780,0.107148,0.209186,-0.024502
-0.931594,-1.258757,-1.109696,0.102607,0.204758,-0.027353
-0.945904,-1.165571,-1.187974,0.104581,0.212893,-0.029630
-1.157097,-1.147833,-1.117433,0.103873,0.208112,-0.024377
-0.786998,-1.438748,-1.054722,0.105871,0.209662,-0.024624
-0.909582,-1.320664,-0.978619,0.110552,0.213989,-0.028418
-0.938285,-1.329843,-1.066649,0.105559,0.207318,-0.030364
-1.070130,-1.272646,-1.114801,0.102929,0.203936,-0.027116
-1.093776,-1.096991,-1.166251,0.101459,0.208122,-0.021430
-0.936251,-1.181237,-1.066390,0.098664,0.202197,-0.026797
-1.055388,-1.416789,-1.022914,0.110525,0.207532,-0.026477
-0.945360,-1.258740,-1.038038,0.101221,0.206915,-0.026506
-1.094620,-1.039165,-0.989767,0.100502,0.202594,-0.024717
-0.836466,-1.351078,-1.021533,0.108281,0.213561,-0.024914
-0.842195,-1.574132,-1.167600,0.105326,0.207084,-0.023526
-1.028697,-1.092937,-1.018263,0.106317,0.209489,-0.024588
-0.903559,-0.868787,-1.084687,0.090854,0.205835,-0.031275
