0.513626,0.290155,0.173281,2.350372,-2.06976,0.015526
0.513624,0.290169,0.173306,2.350482,-2.069758,0.015578
0.513636,0.29016,0.173292,2.350372,-2.06981,0.015589
0.513627,0.290166,0.173302,2.350453,-2.069757,0.015536
0.513634,0.290152,0.173307,2.350403,-2.069812,0.015555
0.513633,0.290155,0.1733,2.350429,-2.069759,0.015609
0.51363,0.290143,0.173299,2.350396,-2.06978,0.015607
0.513618,0.290158,0.173283,2.35044,-2.06972,0.01553
0.513636,0.290154,0.173311,2.350416,-2.069799,0.015555
0.513622,0.290149,0.173274,2.350412,-2.069694,0.015561
0.513643,0.29016,0.173327,2.350457,-2.069861,0.015567
0.513618,0.290188,0.173319,2.350511,-2.069783,0.015528
0.513586,0.290269,0.173322,2.350636,-2.069691,0.015251
0.513571,0.290274,0.173295,2.350616,-2.06955,0.015424
0.513599,0.290215,0.173288,2.350535,-2.069631,0.015515
0.513596,0.290192,0.173275,2.350452,-2.069681,0.015433
0.513599,0.290224,0.173301,2.350572,-2.069611,0.015434
0.513569,0.290234,0.173289,2.350522,-2.069569,0.015198
0.513568,0.290212,0.173269,2.350419,-2.069578,0.015211
0.513577,0.290211,0.173268,2.350422,-2.06958,0.015325
0.513577,0.290198,0.173263,2.350384,-2.069596,0.015246
0.513583,0.290221,0.173272,2.35045,-2.069606,0.015274
0.513579,0.290204,0.173255,2.350387,-2.069625,0.015099
0.513494,0.290255,0.173128,2.350324,-2.069241,0.014756
0.513416,0.290315,0.173099,2.350403,-2.069184,0.014121
0.513377,0.290388,0.173091,2.350541,-2.069143,0.013389
0.513346,0.290479,0.173122,2.350692,-2.069128,0.013116
0.513334,0.290502,0.173157,2.350804,-2.069053,0.013146
0.513306,0.290504,0.173089,2.350657,-2.0689,0.013206
0.513326,0.290411,0.173055,2.350511,-2.068875,0.013474
0.513439,0.290293,0.173141,2.350393,-2.069351,0.013894
0.513484,0.290249,0.173192,2.350441,-2.069459,0.01407
0.513499,0.29029,0.173214,2.350557,-2.069533,0.014015
0.513489,0.290332,0.17324,2.350695,-2.06948,0.014084
0.513501,0.290304,0.173309,2.350753,-2.069632,0.014127
0.513531,0.290286,0.173448,2.35094,-2.069795,0.014264
0.51358,0.290259,0.173719,2.351339,-2.070104,0.014524
0.5137,0.290287,0.174245,2.352024,-2.07088,0.014856
0.513886,0.290223,0.175076,2.352948,-2.07221,0.015365
0.514057,0.290172,0.176278,2.354363,-2.073983,0.01577
0.514199,0.290088,0.177834,2.356153,-2.076188,0.016162
0.514261,0.289965,0.179693,-2.355275,2.075893,-0.016642
0.514267,0.289814,0.181852,-2.352196,2.073758,-0.017291
0.514238,0.289643,0.184361,-2.348845,2.071212,-0.017981
0.514171,0.289532,0.187275,-2.344987,2.06795,-0.018788
0.514059,0.289461,0.190486,-2.340773,2.064257,-0.019605
0.5139,0.289362,0.194058,-2.336213,2.060141,-0.020544
0.513719,0.289215,0.19789,-2.33121,2.055759,-0.021463
